Dept,Course Number,Level,Hours,Name,Description
FMST,FMST-3513,3,3,Child Welfare,"Prerequisite: FMST-1113. A study of child welfare services. Particular attention is given to the areas of foster care, adoption, institutional care, care of unwed mothers, and protective services. This course is normally offered in the spring semester."
FMST,FMST-3523,3,3,Human Sexuality,Prerequisite: FMST-1113. An introductory course including considerations of human sexual development. The course is intended to present a decision-making model with which individuals can make decisions and accept responsibility for their actions. This course is normally offered in the fall semester.
FMST,FMST-3612,3,2,Adolescent Psychology,
FMST,FMST-3613,3,3,Adolescence & Early Adulthood,"Prerequisite: PSYC-1113. This course covers the developmental process of adolescence and early adulthood. The course focuses on biological, cognitive, and socio-emotional issues as they pertain to the ongoing changes in this time of the life cycle. Attention will be given to issues of gender, culture, family relationships, peer relationships, sexuality, and education. Special attention will also be given to issues that young adults face as they venture into collegiate life, career exploration, and new family roles. Same as PSYC-3613. This course is normally offered in the fall semester of odd numbered years."
FMST,FMST-3723,3,3,Gerontology,"Prerequisite: FMST-1113. A study to include physical and health factors in aging; psychological aspects of aging; marriage, family, and community relationships of older persons; economic and vocational factors in aging; perspectives on death, dying, and grief; aging and institutional care; aging and the law; and the future of social intervention, both public and private. Same as PSYC-3723 and SOCI-3723. This course is normally offered every other spring semester."
FMST,FMST-3913,3,3,Family Development,"Prerequisite: FMST-1113. An introduction to the family development life cycle. The course will focus on the stages that marriages and families progress through and the associated tasks that need to be addressed and successfully negotiated. Attention will be given to dating, marriage, having children, children going to school, adolescence, empty nest, and issues of caretaking, grandparenting and aging. The course will also explore the related crises that develop around these developmental transition periods. This course is normally offered in the fall semester."
FMST,FMST-3933,3,3,Cybernetics and Systems Theory,"Prerequisite: FMST-1113. An introduction to the major underlying theoretical foundations of family therapy. The course will explore the historical development of systems theory and cybernetics from its origins in the 1940s in the thinking of mathematicians, physicists, biologists, and engineers to the pioneering work of Bateson and his colleagues in the late '50s and their application of cybernetics to the family. The course will also introduce the work of Murray Bowen. The basic concepts of systems theory will be discussed and contrasted with the more common Western, analytical approach which has dominated the thinking in psychology since the time of Freud. Same as PSYC-3933. This course is normally offered in the fall semester of odd numbered years."
FMST,FMST-4043,4,3,Family Policy,This course covers major areas of socily policy pertaining to families. Key legislation affecting families is highlighted.Emphasis is placed on providing opportunities for students to think critically and engage in discussions about trends and controversaries in family policy.
FMST,FMST-4113,4,3,American Family Lifestyles,
FMST,FMST-4123,4,3,Divorce & Stepfamily Relations,Prerequisite: FMST-1113. An overview of the issues pertaining to divorce and stepfamily relationships. We will address the consequences of divorce on children and adults as well as ways in which adults can create a more healthy post-divorce environment for their children. We will consider the major issues surrounding stepfamilies in today's society and how healthy relationships can be established in these environments. This course is normally offered in the fall semester.
FMST,FMST-4323,4,3,Introduction to Marital & Family Therapy,"Prerequisite: FMST-1113. An introduction to the field of marital and family therapy. It will present the history of systems therapy, including the importance of systems theory to the continuing development of the discipline. Special emphasis will be placed on the current status of marital and family therapy including the importance of constructivist theories. The course will also present the major theories of marital and family therapy that have defined the field for the last 40 years. This will be a systemic, experiential, discussion-based class that will require active participation from each student. Same as PSYC-4323. This course is normally offered in the spring semester of even numbered years."
FMST,FMST-4333,4,3,Family Resilience,Prerequisite: FMST-1113. Examination of selected theoretical approaches; areas of family risk; protective factors; individual and family qualities relating to resilience; prevention and intervention strategies ground in resilience perspectives. This course is based on the premise that Family Science majors can work more effectively with families by (a) defining and understanding the processes of family risk and resilience; (b) understanding and applying different theoretical models to specific risk and resilience issues; (c) understanding and applying existing scholarship on family risk and resilience and; (d) evaluating/generating possible preventions and interventions for families grounded in resilience perspectives. This course is normally offered in the spring of odd numbered years.
FMST,FMST-4413,4,3,Family Crises & Treatment,
FMST,FMST-4553,4,3,Family Life Education,"Prerequisite: FMST-1113. This course is designed to provide students with an applied learning experience in the design, development, and implementation of programs geared toward helping children and families. Areas of emphasis include program planning, theory, evaluation, mass media communication, and principles of teaching/instruction. This course is normally offered in the spring semester."
FMST,FMST-4613,4,3,Research Writing,
FMST,FMST-4653,4,3,Research Seminar,"Prerequisites: FMST-1113 and PSYC-4623. The capstone course in the Family Science program. Students will learn SPSS - the Statistical Package for the Social Sciences - and complete their own individual research project and paper, including the collection and analysis of data. The final goal will be making a presentation of their findings to the appropriate student convention. Much of the class will consist of individual instruction and laboratory work. Same as PSYC-4653. This course is normally offered in the spring semester."
FMST,FMST-4713,4,3,Family Studies Practicum,"Prerequisite: FMST-1113. A practicum that is a self-selected experience from among approved settings within the areas of child development or gerontology. Commercial infant or child care, child abuse facilities, Department of Human Services facilities, retirement or assisted living facilities are possible acceptable settings. A total of 126 clock hours (9 hours per week) during a semester is required. This course Is offered as needed."
FMST,FMST-4733,4,3,"Prof, Ethical, Legal Issues","Prerequisites: FMST-1113 and senior standing. A study of the contemporary ethical considerations, legal standards, and professional issues that influence the work of psychologists, counselors, and other mental health officials. Specific attention will be given to the Ethical Standards of the APA, ACA, and AAMFT, as well as Oklahoma State Law governing the behavior of researchers and psychotherapists. The course will focus on specific ethical dilemmas throughout the class, including - among others - confidentiality, dual relationships, professional relationships, assessment, and research. Same as PSYC-4733. This course is normally offered in the fall semester of odd numbered years."
FMST,FMST-4801,4,1,SS: Spec Studies Fam Studies,
FMST,FMST-4802,4,2,SS: Spec Studies Fam Studies,
FMST,FMST-4803,4,3,SS: Spec Studies Fam Studies,
FMST,FMST-4811,4,1,SS: Spec Studies Fam Studies,
FMST,FMST-4812,4,2,SS: Spec Studies Fam Studies,
FMST,FMST-4813,4,3,SS: Spec Studies Fam Studies,
FMST,FMST-4818,4,8,Child Dev Pract/Child Care,
FMST,FMST-4900,4,0,IS: Family Studies,Prerequisite: FMST-1113. Provides mature students an opportunity for individual research and guided readings. (1-3 hours) This course is offered as needed.
FMST,FMST-4901,4,1,Independent Practicum Experience,
FMST,FMST-4902,4,2,IS: Gerontology,
FMST,FMST-4903,4,3,Independent Study,
FMST,FMST-4913,4,3,IS:HUMAN SEXUAL DEVELOPMENT,
FMST,FMST-4921,4,1,IS:Family Therapy,Independent Study in Family Therapy for FMST
FMST,FMST-4923,4,3,Is: Child Care,
FMST,FMST-4931,4,1,IS:Children's Grief,
FMST,FMST-4933,4,3,IS Family Studies,
FMST,FMST-4953,4,3,IS: Family Studies,
FMST,FMST-4963,4,3,Independent Study,
FMST,FMST-4983,4,3,IS:Family Studies,
FMST,FMST-5313,5,3,System Theory in Ministry,
FRNC,FRNC-0010,0,0,French Lower Division,
FRNC,FRNC-0011,0,1,French Lower Division,
FRNC,FRNC-0012,0,2,French Lower Division,
FRNC,FRNC-0013,0,3,French Lower Division,
FRNC,FRNC-0014,0,4,French Lower Division,
FRNC,FRNC-0020,0,0,French Upper Division,
FRNC,FRNC-0021,0,1,French Upper Division,
FRNC,FRNC-0023,0,3,French Upper Division,
FRNC,FRNC-0024,0,4,French Upper Division,
FRNC,FRNC-1113,1,3,Basic French I,"Basic principles and practice of speaking, understanding, reading and writing French and an introduction to French culture for those with no background in French. This course is normally offered in the fall semester."
FRNC,FRNC-1114,1,4,Basic French I,
FRNC,FRNC-1213,1,3,Basic French II,"Prerequisite: FRNC-1113, one year of French in high school or the equivalent with permission of the instructor. This course is normally offered in the spring semester. Continuation of Basic French I, enabling the student to read, write, understand and respond in basic French and to be aware of cultural differences. This course is offered as needed."
FRNC,FRNC-2113,2,3,Intermediate French I,
FRNC,FRNC-2123,2,3,Intermediate French II,
FRNC,FRNC-2901,2,1,IS: Independent Std French,
FRNC,FRNC-4801,4,1,SS: Special Studies French,
FRNC,FRNC-4802,4,2,SS: Special Studies French,
FRNC,FRNC-4803,4,3,SS: Special Studies French,
FRNC,FRNC-4903,4,3,IS: French Language,
FRNC,FRNC-4912,4,2,IS: French Civ 1500 - 1800,
FRNC,FRNC-4913,4,3,IS:AVD French Skills I,
FRNC,FRNC-4922,4,2,IS: Advanced French Study,
FRNC,FRNC-4923,4,3,IS:ADV French Skills II,
GEOG,GEOG-0010,0,0,Geography-Lower Division,
GEOG,GEOG-0012,0,2,Geography Lower Division,
GEOG,GEOG-0013,0,3,Geography Lower Division,
GEOG,GEOG-0014,0,4,Geography Lower Division,
GEOG,GEOG-0020,0,0,Geography-Upper Division,
GEOG,GEOG-0023,0,3,Geography Upper Division,
GEOG,GEOG-2113,2,3,Elements Human Geography,"A study of the relationship between humankind and the environment and the effect of that relationship on political, cultural, economic, and religious institutions. This course is normally offered in the fall semester in even numbered years."
GEOG,GEOG-2213,2,3,World Regionalgeography,"An interpretive study of the political map of the world and some of its recent changes. Attention is focused on the role of location, physical environment, population, ethnic groups, natural resources, and technological change in the evolution of nation-states and dependent territories. This course is normally offered in the fall semester of odd numbered years."
GEOG,GEOG-2413,2,3,Human Geography of Latin America,"This course will focus on the cultures-sociological, geographical, political and religious-that contribute to the emergence of the present situations. Social interactions among Latin American countries and implications for Latin American-USA relations are also explored and evaluated. The class will be assisted by lectures from area specialists in the countries visited, visual sources, primary and secondary sources, and hands-on learning via tour sites. This course is designed to take advantage of the travel opportunities afforded by your international study experience. This course is offered in the summer when there is a Latin America study abroad program."
GEOG,GEOG-2513,2,3,Human Geography of the Pacific Rim,"Prerequisite: Acceptance to the Asian Studies Program. This course will focus on the cultures-sociological, geographical, political, and religious- that contribute to the emergence of the present situations in the Pacific Rim countries. The students will study the historical development of a dominate culture apart from the west, the main architects of that development and the blending of this area to the world arena. The class will be assisted by lectures from area specialists in the countries visited, visual sources, primary and secondary sources, and hands-on learning via tour sites. This course is designed to take advantage of the travel opportunities afforded by your study abroad experience. This course is normally offered in the summer on the Asian Studies Program."
GEOG,GEOG-4903,4,3,Is: Human Geography,
GERM,GERM-0010,0,0,German Lower Level,
GERM,GERM-0011,0,1,German Lower Division,
GERM,GERM-0012,0,2,German Lower Division,
GERM,GERM-0013,0,3,German Lower Division,
GERM,GERM-0020,0,0,German Upper Level,
GERM,GERM-0022,0,2,German Upper Division,
GERM,GERM-0023,0,3,German Upper Division,
GERM,GERM-1103,1,3,Converstional German,
GERM,GERM-1113,1,3,Basic German I,"Basic principles and practice of speaking, understanding, reading, and writing German and an introduction to German culture for those with no background in German. This course is designed for students participating in the European Studies program. This course Is offered as needed."
GERM,GERM-1123,1,3,Conversational German,
GERM,GERM-1213,1,3,Basic German II,"Prerequisite: GERM-1113, one year of German in high school or the equivalent with permission of the instructor. Continuation of Basic German I, enabling the student to read, write, understand, and respond in basic German and to be aware of cultural differences. This course is offered as needed."
GERM,GERM-2113,2,3,Intermed German I,
GERM,GERM-2123,2,3,Intermediate German II,
GERM,GERM-4801,4,1,German Immersion,
GERM,GERM-4900,4,0,IS: German Language,
GERM,GERM-4901,4,1,IS: Basic German,
GERM,GERM-4902,4,2,IS:German,
GMIN,GMIN-0053,0,3,General Ministry-Graduate,
GMIN,GMIN-0054,0,4,General Ministry-Graduate,
GMIN,GMIN-5003,5,3,Ministry in Cities & Small Towns,"This course examines diverse aspects of the task of ministry within an increasingly urbanized world, both within the United States and abroad. Ministers face widely varying opportunities and demands, depending whether they are serving in a large city, a suburban situation, or a small town. Course readings, writing assignments, and field work will provide orientation as to how to research one's environment for ministry and devise appropriate strategies for enhancing the church's impact upon the surrounding community for the cause of Christ. Replaces BIBL-5133."
GMIN,GMIN-5013,5,3,Christian Spiritual Formation,"This course examines and explores the biblical, theological, historical, and practical applications of Christian spirituality. The presentation of this course intends to challenge and encourage students toward holiness and spiritual maturity. The content of the course promotes critical thinking, theological reflection, and contemplative thought. The format of the course requires individual as well as group activity in worship and in the practice of certain spiritual disciplines."
GMIN,GMIN-5023,5,3,Congregational Leadership,"This course will establish a biblical and theological framework for understanding congregational leadership, help students develop an awareness of their own leadership style and gifts, and develop practical skills for the exercise of leadership in the local church."
GMIN,GMIN-5033,5,3,Small Group Ministries,"In this course the successful student will be able to demonstrate a knowledge of the theological foundations and essential characteristics that should form a guide small group ministries. They will also show an in-depth understanding of the practical strategies for implementation, organization, leadership, training, curriculum, and birthing processes of small groups."
GMIN,GMIN-5043,5,3,Adult Learning,This course will help the student gain an overall understanding of the field of adult learning and education with a special emphasis on the context of religious education. The student will also be exposed to a variety of instructional methodologies as well as competencies expected of an adult educator.
GMIN,GMIN-5053,5,3,Teaching the Bible,"This course teaches students two things necessary to teach the Bible effectively. First, students will learn how to use the basic principles of exegeting Scripture in order to determine what a biblical author originally intended to communicate to his audience. Second, students will learn how to prepare biblical lesson plans to teach to different learning styles so that the lesson will be both exegetically sound and effectively engage student learning."
GMIN,GMIN-5063,5,3,"Managing Conflict, Transition, & Change","Managing Conflict, Transition, and Change This course is designed to give students an introduction to the nature of conflict in marital, family and church family systems along with an understanding of their own conflict management techniques. The process of transition and change management will be explored as natural opportunities for both growth and conflict. Specific application will be made to the work of the family life minister."
GMIN,GMIN-5073,5,3,Power and Politics in Isreal's First His,"This course reviews the major developments in the study of Isreal's first history beginning with Noah's proposal of a Deuteronomy History"" and continuing on through more contemporary ideologically and ethnically constructed readings of Deuteronomy - 2 Kings tests. As such"
GMIN,GMIN-5103,5,3,Contemporary Culture,
GMIN,GMIN-5113,5,3,Theology of Worship,
GMIN,GMIN-5123,5,3,Apologetics,"Rather than focusing on the existence of God, this course surveys arguments for the specific truth claims of Christianity. The class will address ways of countering specific popular objections to Christian belief, arguments for the reliability of scripture with particular attention to the gospels, and arguments for trusting in Jesus, with particular attention to the resurrection."
GMIN,GMIN-5143,5,3,Non-Christian Religions,"This course will examine several non-Christian religions in our culture that have either been attracting large numbers of followers in recent decades, such as Islam, Buddhism, and the New Age Movement, or otherwise have been exerting an influence in the culture itself through such avenues as alternative medicine and martial arts. Prominent doctrines and practices will be analyzed in terms of Christian discipleship, apologetics and evangelism. Same as THEO-5143. Formerly BIBL-5143."
GMIN,GMIN-5153,5,3,Philosophical Theology,This course is designed to give students a solid introduction to current scholarly issues concerning the evidence for the existence of God and the rationality of Christian faith. The core of the course will be an examination of a superb presentation of the case for atheism and two uniquely powerful but very different cases in defense of Christian belief. The majority of classroom time will be spent in Socratic discussion of the assigned texts. Same as THEO-5153. Formerly BIBL-5153.
GMIN,GMIN-5233,5,3,Acts & Ministry Formation,
GMIN,GMIN-5363,5,3,Sem Sel O.T. Passages,"This course deals with the exegesis of texts in the Old Testament. The selected texts may vary. Consequently, this course may be repeated as the content varies."
GMIN,GMIN-5513,5,3,Congregational Development and Administration,"This course gives special attention to the minister's crucial role in church development in such areas as planning, organizing, motivating, leading, staffing, and nurturing volunteers. It also provides the overall introduction to the role of ministers and their work. The successful student will learn and demonstrate skills in preparing a strategic plan for a specific ministry. Formerly BIBL-5513."
GMIN,GMIN-5523,5,3,Biblical & Contemporary Evangelism,"Since evangelism is a vital part of ministry, this course will equip the student both to do evangelistic work in the local community and to provide information for organizing the local congregation to carry on such work. Formerly BIBL-5523, Evangelism."
GMIN,GMIN-5533,5,3,Preaching & Communicating Scripture,"This course leads students into the theory and practice of preaching that is biblical, engaging, and spiritually formative. Through course readings, lectures, class discussions, written assignments, and professor/peer sermon analysis, students will be guided to prepare and deliver three sermons."
GMIN,GMIN-5563,5,3,Directed Research,"This course provides students an opportunity to research and study important issues related to family life ministry, youth ministry, or general ministry. Offered as an independent study with permission of the student's advisor. Formerly BIBL-5563 and 5863."
GMIN,GMIN-5743,5,3,Counseling for Ministers,"This is a practical introductory course for those working in a ministry context. Representative major counseling theories are studied. The course utilizes lie and video counseling demonstrations as well as supervised counseling practice. Ethics, good practice, and specific counseling techniques are presented."
GMIN,GMIN-5803,5,3,Intentional Intergenerational Ministry,
GMIN,GMIN-5833,5,3,"Managing Conflict, Transition, and Change","This course is designed to give students an introduction to the nature of conflict in marital, family and church family systems along with an understanding of their own conflict management techniques. The process of transition and change management will be explored as natural opportunities for both growth and conflict. Specific application will be made to the work of the family life minister. Formerly BIBL-5833 and 5753."
GMIN,GMIN-5843,5,3,Preaching From the Book of Revelation,"The content of this course varies depending on the interests of the students and professor. Past special topics have included urban ministry, church growth and health, contemporary religious issues, and small groups. This course may be repeated as the content varies. Formerly BIBL-5843."
GMIN,GMIN-5853,5,3,Theology for Ministry,
GMIN,GMIN-5911,5,1,Ministry Colloquy,"Field education is designed to provide the student with a hands-on learning experience in a church or other ministry setting. The ministry colloquy provides an opportunity to discuss and share lessons learned in ministry, how lessons learned elsewhere in the program may be applied, and how to develop individual applications consistent with individually focused learning goals. M.Div. students only."
GMIN,GMIN-5913,5,3,Field Education,"Field education is designed to provide the student with a hands-on learning experience in a church or other ministry setting. It is a supervised, on the job learning experience that stresses the application of lessons learned elsewhere in the program and the development of individually focused learning goals. Students in Field Education will meet with the instructor several times to discuss assigned readings on ministry topics."
GMIN,GMIN-5916,5,6,Ministerial Field Eduction,
GMIN,GMIN-5921,5,1,Internship,
GMIN,GMIN-5933,5,3,Internship,
GNSC,GNSC-0010,0,0,General Science-Lower Division,
GNSC,GNSC-0011,0,1,General Science Lower Division,
GNSC,GNSC-0012,0,2,General Science Lower Division,
GNSC,GNSC-0013,0,3,Gen Science Lower Division,
GNSC,GNSC-0014,0,4,General Science Lower Division,
GNSC,GNSC-0015,0,5,General Science Lower Div,
GNSC,GNSC-0020,0,0,General Science Upper Division,
GNSC,GNSC-0021,0,1,Generl Science Upper Division,
GNSC,GNSC-0022,0,2,Gen Science Upper Division,
GNSC,GNSC-0023,0,3,General Science-Upper Division,
GNSC,GNSC-0024,0,4,General Science Upper Division,
GNSC,GNSC-0030,0,0,Science Requirement,
GNSC,GNSC-1213,1,3,Technology & Society,
GNSC,GNSC-1711,1,1,Freshman Science Seminar,Prerequisite: Must be a natural science major. A seminar course for all freshman natural science majors that introduces them to careers in science and teaches them about the academic catalog and the latest scientific literature. Students are required to design their own personalized four-year science degree plan that includes pre-requisite courses they need based on their career goals. 2 hours per week. This course is normally offered in the fall semester.
GNSC,GNSC-2133,2,3,General Physical Science,"A survey course including basic physics, chemistry, astronomy, and the philosophy of science. Hands-on laboratory exercises are integrated into the course. 4 hours per week. This course is normally offered every fall semester."
GNSC,GNSC-2133L,2,0,Gen. Phy. Sci. Lab,
GNSC,GNSC-2313,2,3,Earth Science,"An introduction to the study of the Earth, emphasizing processes that shape and change the surface. This course studies the lithosphere, hydrosphere, and atmosphere, including effects of pollution and remediation efforts. Hands-on laboratory exercises are integrated into the course. 4 hours per week. This course Is normally offered every semester."
GNSC,GNSC-2323,2,3,Astronomy I,"This course explores the fundamental concepts of astronomy, including historical perspectives as well as current interpretation of celestial phenomena. Includes comparison of other planets with the Earth, and examines stars, stellar life cycles, galaxies, and cosmology. Hands-on laboratory exercises are integrated into the course. 4 hours per week. This course is normally offered every semester and summer."
GNSC,GNSC-2333,2,3,Astronomy II,"Prerequisite: GNSC-2323: General Astronomy I A sequel to General Astronomy I, studying the instrumentation and techniques used to gather quality scientific data. The student will take a hands on"" role in using the telescopes and cameras in the university's observatory. The course is primarily lab based with astrophotography and photometry projects. 4 hours per week. This course is normally offered every spring semester."""
GNSC,GNSC-2711,2,1,Sophomore Science Seminar,"Must be a natural science major and GNSC-1711. Sophomore standing required. A seminar course that instructs students how to critically read, analyze, and interpret data from the latest scientific research papers in a small group/journal club-style format. Students will design a degree and career plan portfolio to be presented to a panel of science faculty during an individual assessment review. 2 hours per week. This course is normally offered in the spring semester."
GNSC,GNSC-3023,3,3,Science - Tech - Society,
GNSC,GNSC-3111,3,1,Environmental Science Lab,
GNSC,GNSC-3113,3,3,Forensic Science and the Law,"A course exploring the application of various laws and rules of evidence to the forensic sciences and how the admission of evidence derived from forensic sciences can impact the administration of justice in the United States. What forensic scientists testify to and how their sciences conform to the Rules of Evidence"" will be discussed. Lecture - 3 hours. This course is normally offered in the fall semester of even numbered years."""
GNSC,GNSC-3711,3,1,Junior Science Seminar,"Prerequisite: Must be a natural science major and GNSC-2711. A seminar that emphasizes proper experimental design and analysis, scientific writing, and scientific presentations. 2 hours per week. This course is normally offered in the fall semester."
GNSC,GNSC-4711,4,1,Senior Science Seminar,
GNSC,GNSC-4712,4,2,Senior Science Seminar,Prerequisite: Must be a natural science major and GNSC-3711. A seminar course requiring students to do extensive scientific research on one recently published scientific paper. Students will write a senior paper over their research and complete an oral presentation of their work to science majors. Seniors will also read and analyze papers presented by other seniors and write critical analyses of assigned figures. 2 hours per week. This course is normally offered every semester.
GNSC,GNSC-4721,4,1,Science Modeling and Strategies,"Prerequisites: Junior or Senior level, science education major The course is designed to fulfill NSTA requirements for secondary science education majors. During this course, each student will complete a science portfolio based on competency based artifacts as proof of concept mastery. This portfolio consists of five different modules and sixteen assignments, each addressing a specific NSTA standard. Student teaching may not be started until the student has successfully completed this course. This course is normally offered in the fall semester."
GNSC,GNSC-4801,4,1,SS: Special Studies Gen Sci,
GNSC,GNSC-4802,4,2,SS: Special Studies Gen Sci,
GNSC,GNSC-4803,4,3,SS: Special Studies Gen Sci,
GNSC,GNSC-4850,4,0,Service Learning Project,"Provides an opportunity for learning in a service environment. Students select a service project and work with a faculty mentor to develop the academic background, assignments, and reflection to create a unique learning opportunity. One hour of class time each week will be devoted to meeting with mentors and other students to discuss the project. Variable credit (1-t3 hours) will be given based on the number of service hours and academic responsibilities. This course is offered as needed."
GNSC,GNSC-4851,4,1,Science/Engineering Service Learning,
GNSC,GNSC-4852,4,2,Science/Engineering Service Learning,
GNSC,GNSC-4853,4,3,Science/Engineering Service Learning,
GNSC,GNSC-4901,4,1,Independent Study,
GNSC,GNSC-4903,4,3,IS: General Science,
GNSC,GNSC-4991,4,1,Internship,
GNSC,GNSC-4992,4,2,Internship,
GNSC,GNSC-4993,4,3,Internship,
GRAD,GRAD-4000,4,0,Graduation This Semester,
GRAD,GRAD-5000,5,0,Graduation This Semester,
GREK,GREK-0010,0,0,Greek Lower Level,
GREK,GREK-0011,0,1,Greek Lower Division,
GREK,GREK-0012,0,2,Greek Lower Division,
GREK,GREK-0013,0,3,Greek Lower Division,
GREK,GREK-0014,0,4,Greek Lower Division,
GREK,GREK-0020,0,0,Greek Upper Level,
GREK,GREK-0021,0,1,Greek Upper Division,
GREK,GREK-0022,0,2,Greek Upper Division,
GREK,GREK-0023,0,3,Greek Upper Division,
GREK,GREK-1113,1,3,Elementary Greek I,An introductory course in the elements of Koine Greek. Particular attention is given to learning vocabulary and to learning to recognize grammatical forms. This course is normally offered in the fall semester.
GREK,GREK-1213,1,3,Elementary Greek II,Prerequisite: GREK-1113. A continuation of GREK-1113 with selected readings from the New Testament. This course is normally offered in the spring semester.
GREK,GREK-2113,2,3,Intermediate Greek I,Prerequisite: GREK-1213. Designed to give the student who has completed courses in elementary Greek essential linguistic knowledge and skill for exegetical work in the Greek New Testament. This course is normally offered in the fall semester.
GREK,GREK-2213,2,3,Intermediate Greek II,Prerequisite: GREK-2113. A continuation of GREK-2113 with more detailed and inductive study of New Testament Greek. This course is normally offered in the spring semester.
GREK,GREK-3113,3,3,Advanced Greek I,"Prerequisite: GREK-2213. Readings from various New Testament documents with concentration on syntactical relations between words, word groups, and clauses."
GREK,GREK-3213,3,3,Advanced Greek II,"Prerequisite: GREK-3113. Readings from various New Testament documents, a formal exegesis, and special word studies. This course is normally offered in the spring semester."
GREK,GREK-4900,4,0,Independent Study in Adv Greek Grammar,Assigned readings and reports or projects based on the needs of the individual student. Normally taken only by rs or seniors with approval of the dean of the college (1-3 hours). This course is offered as needed.
GREK,GREK-4901,4,1,IS: Adv Greek Grammar,
GREK,GREK-4903,4,3,Independent Study,
GREK,GREK-5103,5,3,Elementary Greek I,An introduction to the basic grammar of Koine Greek. A translation of a simple gospel text in the first year will provide the immersion necessary for gaining facility in reading the Greek New Testament.
GREK,GREK-5113,5,3,Elementary Greek II,A continuation of GREK-5103.
GREK,GREK-5123,5,3,Intermediate Greek,Builds upon the foundation laid in GREK-5103 and 5113 to increase vocabulary and to increase the student's awareness of grammar and syntax. This course may count as a textual course in fulfilling biblical electives.
GREK,GREK-5203,5,3,Selected Greek New Testament Readings,"This course helps the student develop the ability to read the Greek New Testament. Having translated a simple gospel text in first year Greek, students will explore other biblical genres and writing styles, expand their working vocabulary, and develop an understanding of grammatical and syntactical structures. This course may count as a textual course in fulfilling biblical electives."
GREK,GREK-5213,5,3,Selected Greek Readings in the Gospels,This course helps the student continue to develop the ability to read the Greek New Testament. This course exposes the student to more difficult Greek readings while continuing to expand vocabulary and to become familiar with grammatical and syntactical structures. This course may count as a textual course in fulfilling biblical electives.
GREK,GREK-5983,5,3,Elementary Greek I (ug),
GREK,GREK-5993,5,3,Elementary Greek II (ug),
HBRW,HBRW-0010,0,0,Hebrew Lower Division,
HBRW,HBRW-0020,0,0,Hebrew-Upper Division,
HBRW,HBRW-0050,0,0,Hebrew-Graduate,
HBRW,HBRW-1113,1,3,Elementary Hebrew I,An introductory course in the principles of biblical Hebrew with special emphasis on verbal forms. This course is normally offered in the fall semester.
HBRW,HBRW-1213,1,3,Elementary Hebrew II,Prerequisite: HBRW-3113. A continuation of HBRW-3113. This course will include readings in Hebrew narratives and an introduction to textual criticism and Hebrew exegesis. This course is normally offered in the spring semester.
HBRW,HBRW-2113,2,3,Intermediate Hebrew I,Pre-requisite: HBRW-1213 An intermediate course in the principles of Biblical Hebrew with special emphasis on reading and dating of narrative texts. This course is normally offered in the fall semester.
HBRW,HBRW-2213,2,3,Intermediate Hebrew II,Pre-requisite: HBRW-1213 An intermediate course in the principles of Biblical Hebrew with a focus on Biblical Hebrew poetry. This course is normally offered in the spring semester.
HBRW,HBRW-3113,3,3,Advanced Hebrew I,Pre-requisite: HBRW-2213 An advanced course in the principles of Biblical Hebrew that includes an introduction to Biblical Aramaic. This course is normally offered in the fall semester.
HBRW,HBRW-3213,3,3,Advanced Hebrew II,Pre-requisite: HBRW-2213 An advanced course in the principles of Biblical Hebrew that introduces the student to the reading of unpointed Hebrew texts spanning from the iron age to the rabbinic period. This course is normally offered in the fall semester.
HBRW,HBRW-4813,4,3,SS: Hebrew,
HBRW,HBRW-4843,4,3,Hebrew Readings,
HBRW,HBRW-4901,4,1,IS: Hebrew Readings,
HBRW,HBRW-4903,4,3,IS:Inter Hebrew I,
HBRW,HBRW-4913,4,3,Independent Study in Hebrew,
HBRW,HBRW-5113,5,3,Elementary Hebrew I,"In this introduction to biblical Hebrew, the student will learn the fundamentals of the Hebrew language and begin simple readings in the Hebrew Bible."
HBRW,HBRW-5123,5,3,Elementary Hebrew II,"A continuation of HBRW-5113, the second half of a two-semester course sequence that has as its ultimate goal an elementary grasp of biblical Hebrew and thus, a better understanding of the Hebrew scriptures. Specifically, by the end of this course, the student should be able to read most Hebrew narrative texts with the help of a lexicon, understand the fundamentals of Hebrew grammar and syntax, have a basic command of approximately 500 Hebrew words, use basic Hebrew tools with skill, and have fair proficiency in the exegesis of Hebrew texts."
HBRW,HBRW-5213,5,3,Intermediate Hebrew I,A course in the translation of Hebrew narrative. The class will translate the Joseph Novella (Genesis 37-50) and possibly other narrative texts in the Hebrew Bible. This course may count as a textual course in fulfilling biblical electives.
HIST,HIST-0010,0,0,History Lower Division,
HIST,HIST-0011,0,1,History Lower Division,
HIST,HIST-0012,0,2,History Lower Division,
HIST,HIST-0013,0,3,History Lower Division,
HIST,HIST-0014,0,4,History Lower Division,
HIST,HIST-0020,0,0,History Upper Division,
HIST,HIST-0022,0,2,History Upper Division,
HIST,HIST-0023,0,3,History Upper Division,
HIST,HIST-0024,0,4,History Upper Division,
HIST,HIST-0030,0,0,U.S. History Survey,
HIST,HIST-0040,0,0,Non-Western Civ for Core Curriculum,
HIST,HIST-0043,0,3,Non-Western Civ for Core Curriculum,
